step,item,status,reinserts,hit_ratio
331,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.969789
332,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.969880
333,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.969970
334,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.970060
335,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.970149
336,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.970238
337,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.970326
338,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.970414
339,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.970501
340,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.970588
341,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.970674
342,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.970760
343,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.970845
344,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.970930
345,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.971014
346,Verification succeeded for blk_<*>,HIT,0,0.971098
347,Verification succeeded for blk_<*>,HIT,0,0.971182
348,Verification succeeded for blk_<*>,HIT,0,0.971264
349,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.971347
350,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.971429
351,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.971510
352,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.971591
353,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.971671
354,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.971751
355,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.971831
356,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.971910
357,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.971989
358,Verification succeeded for blk_<*>,HIT,0,0.972067
359,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.972145
360,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.972222
361,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.972299
362,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972376
363,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972452
364,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972527
365,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972603
366,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972678
367,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972752
368,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972826
369,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972900
370,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.972973
371,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973046
372,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973118
373,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973190
374,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973262
375,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973333
376,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973404
377,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973475
378,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973545
379,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973615
380,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973684
381,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973753
382,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973822
383,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973890
384,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.973958
385,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974026
386,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974093
387,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974160
388,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974227
389,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974293
390,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974359
391,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974425
392,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974490
393,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974555
394,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974619
395,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974684
396,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974747
397,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974811
398,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974874
399,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.974937
400,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975000
401,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975062
402,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975124
403,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975186
404,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975248
405,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975309
406,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975369
407,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975430
408,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975490
409,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975550
410,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975610
411,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975669
412,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975728
413,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975787
414,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975845
415,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975904
416,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.975962
417,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976019
418,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976077
419,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976134
420,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976190
421,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976247
422,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976303
423,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976359
424,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976415
425,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.976471
426,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.976526
427,Received block blk_<*> of size <*> from /<*>,HIT,0,0.976581
428,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.976636
429,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.976690
430,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.976744
431,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.976798
432,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.976852
433,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.976905
434,Received block blk_<*> of size <*> from /<*>,HIT,0,0.976959
435,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977011
436,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.977064
437,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.977117
438,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977169
439,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977221
440,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977273
441,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977324
442,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977376
443,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977427
444,Received block blk_<*> of size <*> from /<*>,HIT,0,0.977477
445,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977528
446,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977578
447,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977629
448,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977679
449,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977728
450,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977778
451,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977827
452,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977876
453,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977925
454,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.977974
455,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978022
456,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978070
457,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978118
458,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978166
459,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978214
460,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978261
461,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978308
462,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978355
463,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978402
464,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978448
465,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978495
466,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978541
467,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978587
468,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978632
469,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978678
470,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978723
471,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978769
472,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978814
473,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978858
474,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978903
475,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978947
476,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.978992
477,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979036
478,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979079
479,Received block blk_<*> of size <*> from /<*>,HIT,0,0.979123
480,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.979167
481,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979210
482,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979253
483,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979296
484,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979339
485,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979381
486,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979424
487,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979466
488,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979508
489,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979550
490,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979592
491,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979633
492,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979675
493,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979716
494,Received block blk_<*> of size <*> from /<*>,HIT,0,0.979757
495,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.979798
496,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979839
497,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979879
498,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.979920
499,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.979960
500,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.980000
501,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.980040
502,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.980080
503,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.980119
504,Received block blk_<*> of size <*> from /<*>,HIT,0,0.980159
505,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.980198
506,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.980237
507,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.980276
508,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.980315
509,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.980354
510,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.980392
511,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.980431
512,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.980469
513,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.980507
514,Received block blk_<*> of size <*> from /<*>,HIT,0,0.980545
515,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.980583
516,Received block blk_<*> of size <*> from /<*>,HIT,0,0.980620
517,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.980658
518,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.980695
519,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.980732
520,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.980769
521,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.980806
522,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.980843
523,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.980880
524,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.980916
525,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.980952
526,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.980989
527,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981025
528,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.981061
529,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.981096
530,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.981132
531,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981168
532,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981203
533,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981238
534,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981273
535,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.981308
536,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981343
537,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.981378
538,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981413
539,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981447
540,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.981481
541,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.981516
542,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.981550
543,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.981584
544,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.981618
545,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.981651
546,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981685
547,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.981718
548,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.981752
549,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.981785
550,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981818
551,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.981851
552,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.981884
553,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.981917
554,Received block blk_<*> of size <*> from /<*>,HIT,0,0.981949
555,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.981982
556,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982014
557,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.982047
558,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982079
559,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.982111
560,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982143
561,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.982175
562,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982206
563,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982238
564,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982270
565,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982301
566,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982332
567,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982363
568,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.982394
569,Verification succeeded for blk_<*>,HIT,0,0.982425
570,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982456
571,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982487
572,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.982517
573,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982548
574,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982578
575,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982609
576,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982639
577,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982669
578,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982699
579,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982729
580,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982759
581,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982788
582,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.982818
583,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982847
584,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982877
585,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.982906
586,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982935
587,Received block blk_<*> of size <*> from /<*>,HIT,0,0.982964
588,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.982993
589,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983022
590,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983051
591,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983080
592,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983108
593,Received block blk_<*> of size <*> from /<*>,HIT,0,0.983137
594,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983165
595,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.983193
596,Received block blk_<*> of size <*> from /<*>,HIT,0,0.983221
597,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983250
598,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983278
599,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983306
600,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983333
601,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983361
602,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.983389
603,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983416
604,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983444
605,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983471
606,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983498
607,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983526
608,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983553
609,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983580
610,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983607
611,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983633
612,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983660
613,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.983687
614,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983713
615,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983740
616,Received block blk_<*> of size <*> from /<*>,HIT,0,0.983766
617,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983793
618,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983819
619,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983845
620,Received block blk_<*> of size <*> from /<*>,HIT,0,0.983871
621,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983897
622,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983923
623,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.983949
624,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.983974
625,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984000
626,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984026
627,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.984051
628,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984076
629,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984102
630,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984127
631,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.984152
632,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984177
633,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984202
634,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984227
635,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984252
636,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984277
637,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984301
638,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984326
639,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984351
640,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.984375
641,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984399
642,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.984424
643,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984448
644,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.984472
645,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984496
646,Verification succeeded for blk_<*>,HIT,0,0.984520
647,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.984544
648,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984568
649,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984592
650,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984615
651,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984639
